output_filename is output-13:06:48. Check that after the program finished.
try to open the char dev - node file..
17216472772 11311 0 7
12912354594 16998 0 4
12912354609 0 0 0
12912354624 0 0 0
12912354639 0 0 0
12912354654 0 0 0
12912354669 0 0 0
12912354684 0 0 0
12912354699 0 0 0
12912354714 0 0 0
12912354729 0 0 0
12912354744 0 0 0
12912354759 0 0 0
12912354774 0 0 0
12912354789 0 0 0
12912354804 0 0 0
12912354819 0 0 0
12912354834 0 0 0
12912354849 0 0 0
12912354864 0 0 0
12912354879 0 0 0
12912354894 0 0 0
12912354909 0 0 0
12912354924 0 0 0
12912354939 0 0 0
12912354957 0 0 0
12912354972 0 0 0
12912354987 0 0 0
12912355002 0 0 0
12912355017 0 0 0
12912355032 0 0 0
12912355047 0 0 0
12912355062 0 0 0
12912355077 0 0 0
12912355092 0 0 0
12912355107 0 0 0
12912355122 0 0 0
12912355137 0 0 0
12912355152 0 0 0
12912355167 0 0 0
12912355182 0 0 0
12912355197 0 0 0
12912355212 0 0 0
12912355227 0 0 0
12912355242 0 0 0
12912355257 0 0 0
12912355272 0 0 0
12912355287 0 0 0
12912355302 0 0 0
12912355317 0 0 0
12912355332 0 0 0
12912355347 22275 0 8
12912355362 0 0 0
12912355377 0 0 0
12912355392 0 0 0
12912355407 0 0 0
12912355422 0 0 0
12912355437 0 0 0
12912355452 0 0 0
12912355467 0 0 0
12912355482 0 0 0
12912355497 0 0 0
12912355512 0 0 0
12912355527 0 0 0
12912355542 0 0 0
12912355557 0 0 0
12912355572 0 0 0
12912355587 0 0 0
12912355602 0 0 0
12912355617 0 0 0
12912355632 0 0 0
12912355647 0 0 0
12912355662 0 0 0
12912355677 0 0 0
12912355692 0 0 0
12912355707 0 0 0
12912355722 0 0 0
12912355737 0 0 0
12912355752 0 0 0
12912355770 0 0 0
12912355785 0 0 0
12912355800 0 0 0
12912355815 0 0 0
12912355830 0 0 0
12912355845 0 0 0
12912355860 0 0 0
12912355875 0 0 0
12912355890 0 0 0
12912355905 0 0 0
12912355920 0 0 0
12912355935 0 0 0
12912355950 0 0 0
12912355965 0 0 0
12912355980 0 0 0
12912355995 0 0 0
12912356010 0 0 0
12912356025 0 0 0
12912356040 0 0 0
12912356055 0 0 0
12912356070 0 0 0
12912356085 0 0 0
12912356100 16317 0 7
12912356118 1824 0 0
12912356133 0 0 0
12912356148 0 0 0
12912356163 0 0 0
12912356178 0 0 0
12912356193 0 0 0
12912356208 0 0 0
12912356223 0 0 0
12912356238 0 0 0
12912356253 0 0 0
12912356268 0 0 0
12912356283 0 0 0
12912356298 0 0 0
12912356313 0 0 0
12912356328 0 0 0
12912356343 0 0 0
12912356358 0 0 0
12912356373 0 0 0
12912356388 0 0 0
12912356403 0 0 0
12912356418 0 0 0
12912356433 0 0 0
12912356448 0 0 0
12912356463 0 0 0
12912356478 0 0 0
12912356493 0 0 0
12912356508 0 0 0
12912356523 0 0 0
12912356538 0 0 0
12912356553 0 0 0
12912356568 0 0 0
12912356583 0 0 0
12912356598 0 0 0
12912356613 0 0 0
12912356628 0 0 0
12912356643 0 0 0
12912356658 0 0 0
12912356673 0 0 0
12912356688 0 0 0
12912356703 0 0 0
12912356718 0 0 0
12912356733 0 0 0
12912356748 0 0 0
12912356763 0 0 0
12912356778 0 0 0
12912356793 0 0 0
12912356808 0 0 0
12912356823 0 0 0
12912356838 0 0 0
12912356853 11722 0 4
12912356871 3443 0 3
12912356886 0 0 0
12912356901 0 0 0
12912356916 0 0 0
12912356931 0 0 0
12912356946 0 0 0
12912356961 0 0 0
12912356976 0 0 0
12912356991 0 0 0
12912357006 0 0 0
12912357021 0 0 0
12912357036 0 0 0
12912357051 0 0 0
12912357066 0 0 0
12912357081 0 0 0
12912357096 0 0 0
12912357111 0 0 0
12912357126 0 0 0
12912357141 0 0 0
12912357156 0 0 0
12912357171 0 0 0
12912357186 0 0 0
12912357201 0 0 0
12912357216 0 0 0
12912357231 0 0 0
12912357246 0 0 0
12912357261 0 0 0
12912357276 0 0 0
12912357291 0 0 0
12912357306 0 0 0
12912357321 0 0 0
12912357336 0 0 0
12912357351 0 0 0
12912357366 0 0 0
12912357381 0 0 0
12912357396 0 0 0
12912357411 0 0 0
12912357426 0 0 0
12912357441 0 0 0
12912357456 0 0 0
12912357471 0 0 0
12912357486 0 0 0
12912357501 0 0 0
12912357516 0 0 0
12912357531 0 0 0
12912357546 0 0 0
12912357561 0 0 0
12912357576 0 0 0
12912357591 0 0 0
12912357609 8293 0 3
12912357624 4007 0 3
12912357639 0 0 0
12912357654 0 0 0
12912357669 0 0 0
12912357684 0 0 0
12912357699 0 0 0
12912357714 0 0 0
12912357729 0 0 0
12912357744 0 0 0
12912357759 0 0 0
12912357774 0 0 0
12912357789 0 0 0
12912357804 0 0 0
12912357819 0 0 0
12912357834 0 0 0
12912357849 0 0 0
12912357864 0 0 0
12912357879 0 0 0
12912357894 0 0 0
12912357909 0 0 0
12912357924 0 0 0
12912357939 0 0 0
12912357954 0 0 0
12912357969 0 0 0
12912357984 0 0 0
12912357999 0 0 0
12912358014 0 0 0
